identifier,uri,name,type,project,date,event,source,people
oscys.case.0190.004,http://earlywashingtondc.org/doc/oscys.case.0190.004,Olivia Lee & Betsy Lee v. Nelson Conrad & Benjamin Homans. Summons of Nelson Conrad,Civil (document),O Say Can You See,1842-08-06,oscys.caseid.0192,"National Archives and Records Administration, Record Group 21, Entry 6, Box 653, Folder 129",per.001443;per.001444;per.001445;per.001446;per.001447;per.001448;per.001449;per.001450;per.001138;per.000737;per.000738;per.000003;per.000004;per.000739
oscys.case.0252.009,http://earlywashingtondc.org/doc/oscys.case.0252.009,Primos Garner v. Horatio R. Marryman. Jury Instructions,Civil (document),O Say Can You See,,oscys.caseid.0254,"National Archives and Records Administration, Record Group 21, Entry 6, Box 828, Folder 329",per.001897;per.001900;per.001898
oscys.case.0227.001,http://earlywashingtondc.org/doc/oscys.case.0227.001,William Thornton v. George Graham. Petition for Freedom,Civil (document),O Say Can You See,1828-06-05,oscys.caseid.0232,"National Archives and Records Administration, Record Group 21, Entry 6, Box 454, Folder 82",per.001782;per.001783;per.000545;per.000003
oscys.case.0258.018,http://earlywashingtondc.org/doc/oscys.case.0258.018,Walter Thomas & Dennis Thomas v. Alexander Scott. Deposition of Elisha Hall,Civil (document),O Say Can You See,1810-06-23,oscys.caseid.0260,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 217",per.001935;per.001936;per.001937;per.002005;per.002011;per.000014;per.002007
oscys.case.0231.027,http://earlywashingtondc.org/doc/oscys.case.0231.027,Fanny Hamilton v. Mary Roberson. Summons of Mary Roberson,Civil (document),O Say Can You See,1859-05-16,oscys.caseid.0236,"National Archives and Records Administration, Record Group 21, Entry 6, Box 904, Folder 58",per.001818;per.001819;per.000476;per.001217;per.000740
oscys.case.0337.001,http://earlywashingtondc.org/doc/oscys.case.0337.001,Amelia Ward v. Elias B. Caldwell. Petition for Freedom,Civil (document),O Say Can You See,1822-10-21,oscys.caseid.0362,"National Archives and Records Administration, Record Group 21, Entry 6, Box 303, Folder 417",per.002505;per.000194;per.000476;per.000001;per.000003
oscys.case.0143.005,http://earlywashingtondc.org/doc/oscys.case.0143.005,Hester Johnson & Martha Bronson v. Priscilla & Basil E. Gant. Petition for Freedom,Civil (document),O Say Can You See,1846-11-21,oscys.caseid.0145,"National Archives and Records Administration, Record Group 21, Entry 6, Box 733, Folder 74",per.001128;per.001129;per.001130;per.001131;per.001132;per.000751
oscys.case.0109.018,http://earlywashingtondc.org/doc/oscys.case.0109.018,Betsy Burke v. Ann Turner. Summons of Ann Turner,Civil (document),O Say Can You See,1855-12-26,oscys.caseid.0109,"National Archives and Records Administration, Record Group 21, Entry 6, Box 804, Folder 106",per.000852;per.000853;per.000854;per.000476;per.001216;per.000740
oscys.mdcase.0014.008,http://earlywashingtondc.org/doc/oscys.mdcase.0014.008,Henrietta Butler v. Edward Hamilton. Petition for Freedom,Civil (document),O Say Can You See,1790-10-21,oscys.caseid.0575,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-13",per.006388;per.006389;per.001393;per.006346;per.006391;per.006312;per.006390
oscys.case.0436.027,http://earlywashingtondc.org/doc/oscys.case.0436.027,Christiana Dunbar v. Richard B. Alexander. Summons of Nancy Causin,Civil (document),O Say Can You See,1850-09-21,oscys.caseid.0479,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001346;per.001343;per.004448;per.003634;per.003461
oscys.case.0290.005,http://earlywashingtondc.org/doc/oscys.case.0290.005,Peter Morris v. Jonathan Davis & James Kincaid. Affidavit of George G. Minor,Civil (document),O Say Can You See,1816-05-18,oscys.caseid.0291,"National Archives and Records Administration, Record Group 21, Entry 6, Box 97, Rough Bundle",per.002222;per.002223;per.002224;per.002225;per.002228;per.000044
oscys.case.0360.002,http://earlywashingtondc.org/doc/oscys.case.0360.002,Francis Bowling & Clarissa Gardiner v. David Atkins. Agreement,Civil (document),O Say Can You See,,oscys.caseid.0384,"National Archives and Records Administration, Record Group 21, Entry 6, Box 641, Folder 105/106",per.001241;per.001242;per.001236;per.004401;per.004402;per.004398;per.004403;per.004404;per.004399;per.004405;per.000829;per.000738;per.001238;per.004406
oscys.case.0436.015,http://earlywashingtondc.org/doc/oscys.case.0436.015,Christiana Dunbar v. Richard B. Alexander. Summons of Mrs. Cagely et al.,Civil (document),O Say Can You See,1849-05-07,oscys.caseid.0479,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001346;per.001343;per.003633;per.004448;per.004449;per.004447;per.003461;per.003638
oscys.case.0009.001,http://earlywashingtondc.org/doc/oscys.case.0009.001,Sarah Oakley v. Mary Ann Fenwick. Petition for Freedom,Civil (document),O Say Can You See,,oscys.caseid.0009,"National Archives and Records Administration, Record Group 21, Entry 6, Box 2, Folder Unnumbered",per.000046;per.000047;per.000048;per.000049;per.000050;per.000051;per.000011;per.000003
oscys.case.0188.002,http://earlywashingtondc.org/doc/oscys.case.0188.002,Nelly Lemon v. John H. Bayne. Petition for Freedom,Civil (document),O Say Can You See,1832-02-15,oscys.caseid.0190,"National Archives and Records Administration, Record Group 21, Entry 6, Box 468, Folder 60",per.001426;per.001427;per.001428;per.001434;per.001435;per.001429;per.001430;per.001431;per.001432;per.000001;per.001433
oscys.case.0201.007,http://earlywashingtondc.org/doc/oscys.case.0201.007,Sally Robertson v. Henry Robertson. Summons of Henry Robertson,Civil (document),O Say Can You See,1837-01-25,oscys.caseid.0206,"National Archives and Records Administration, Record Group 21, Entry 6, Box 568, Folder 110",per.001655;per.001656;per.000829;per.000003;per.000004;per.000739
oscys.case.0238.002,http://earlywashingtondc.org/doc/oscys.case.0238.002,Nathan Jackson v. James Esling. Summons of James Esling,Civil (document),O Say Can You See,1849-03-28,oscys.caseid.0243,"National Archives and Records Administration, Record Group 21, Entry 6, Box 733, Folder 8",per.001835;per.001836;per.000757;per.000004;per.000740;per.000748
oscys.case.0018.001,http://earlywashingtondc.org/doc/oscys.case.0018.001,Ann Davis v. Charles Minifee. Petition for Freedom,Civil (document),O Say Can You See,1809-08-10,oscys.caseid.0018,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 197",per.000161;per.000162;per.000163;per.000164;per.000165;per.000166;per.000011;per.000003
oscys.mdcase.0013.034,http://earlywashingtondc.org/doc/oscys.mdcase.0013.034,Bet Boston v. John Francis Mercer. Judgement Record,Civil (document),O Say Can You See,1800-05,oscys.caseid.0665,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-35 JG 47",per.006835;per.006832;per.006805;per.001393;per.004534;per.001496;per.004664;per.005384;per.006854;per.006855;per.006829
oscys.case.0235.012,http://earlywashingtondc.org/doc/oscys.case.0235.012,Lucy Bosy v. Ann Maria Fitzhugh. Summons of Ann Maria Fitzhugh,Civil (document),O Say Can You See,1855-06-11,oscys.caseid.0240,"National Archives and Records Administration, Record Group 21, Entry 6, Box 796, Folder 151",per.001828;per.001829;per.000751;per.000004;per.001216;per.000740
oscys.case.0380.003,http://earlywashingtondc.org/doc/oscys.case.0380.003,Amie v. Hanson Reno. Deposition of Elizabeth Marle,Civil (document),O Say Can You See,1802-03-12,oscys.caseid.0405,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.004416;per.004417;per.004419;per.004420;per.001547;per.004415;per.004421
oscys.case.0213.004,http://earlywashingtondc.org/doc/oscys.case.0213.004,Trueman Giberson v. John Dulin. Hiring Agreement of Trueman Giberson,Civil (document),O Say Can You See,1843-04-08,oscys.caseid.0218,"National Archives and Records Administration, Record Group 21, Entry 6, Box 696, Folder 178",per.001735;per.001736;per.001739;per.001740
oscys.case.0154.010,http://earlywashingtondc.org/doc/oscys.case.0154.010,John Peterson v. Elizabeth Whiting. Summons of Elizabeth Whiting,Civil (document),O Say Can You See,1838-07-23,oscys.caseid.0156,"National Archives and Records Administration, Record Group 21, Entry 6, Box 594, Folder 228",per.001176;per.001177;per.000001;per.000003;per.000004;per.000739
oscys.case.0265.004,http://earlywashingtondc.org/doc/oscys.case.0265.004,"Nelly Overton v. Collimore Pope, Fielder Pope, & Nelly Jenkins. Petition for Freedom",Civil (document),O Say Can You See,1810-08-27,oscys.caseid.0267,"National Archives and Records Administration, Record Group 21, Entry 6, Box 30",per.002142;per.002136;per.002137;per.002138;per.002139
oscys.case.0436.016,http://earlywashingtondc.org/doc/oscys.case.0436.016,Christiana Dunbar v. Richard B. Alexander. Summons of Mrs. Cagely,Civil (document),O Say Can You See,1847-06-05,oscys.caseid.0479,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001346;per.001343;per.003633;per.003461
oscys.case.0063.005,http://earlywashingtondc.org/doc/oscys.case.0063.005,James Hutton v. William J. Belt. Certificate of T. H. Gilliss,Civil (document),O Say Can You See,1825-06-06,oscys.caseid.0063,"National Archives and Records Administration, Record Group 21, Entry 6, Box 344, Folder 31",per.000559;per.000560;per.000562
oscys.case.0305.005,http://earlywashingtondc.org/doc/oscys.case.0305.005,Charles Bell v. Luther Jones. Summons of Luther Jones,Civil (document),O Say Can You See,1857-05-27,oscys.caseid.0307,"National Archives and Records Administration, Record Group 21, Entry 6, Box 835, Folder 167",per.002339;per.002340;per.000829;per.002341;per.000476;per.001216;per.000740
oscys.case.0349.006,http://earlywashingtondc.org/doc/oscys.case.0349.006,Ann Gordon v. Milly Richards et al. Petition for Freedom,Civil (document),O Say Can You See,1859-06-03,oscys.caseid.0374,"National Archives and Records Administration, Record Group 21, Entry 6, Box 949, Folder 185",per.002583;per.002584;per.002585;per.002586;per.002587;per.002588;per.002589;per.002590;per.002591;per.002592
oscys.case.0369.004,http://earlywashingtondc.org/doc/oscys.case.0369.004,Kitty Lemon v. Ebenezer Bacon. Summons of Ebenezer Bacon,Civil (document),O Say Can You See,1832-11-17,oscys.caseid.0395,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001435;per.002629;per.002911;per.000502;per.000004;per.000122;per.001430;per.002625
oscys.case.0302.010,http://earlywashingtondc.org/doc/oscys.case.0302.010,Ann Kane v. Thomas Ogden. Summons of Thomas Ogden,Civil (document),O Say Can You See,1858-11-05,oscys.caseid.0304,"National Archives and Records Administration, Record Group 21, Entry 6, Box 886, Folder 90",per.002317;per.002318;per.000476;per.001217;per.000740
oscys.case.0066.003,http://earlywashingtondc.org/doc/oscys.case.0066.003,Daniel Jones v. James R. Bosley. Robert Beale to William Brent,Civil (document),O Say Can You See,1825-12-30,oscys.caseid.0066,"National Archives and Records Administration, Record Group 21, Entry 6, Box 355, Folder 45",per.000570;per.000571;per.000572;per.000003
oscys.case.0231.004,http://earlywashingtondc.org/doc/oscys.case.0231.004,Fanny Hamilton v. Mary Roberson. Summons of Mary Roberson,Civil (document),O Say Can You See,1852-01-31,oscys.caseid.0236,"National Archives and Records Administration, Record Group 21, Entry 6, Box 757, Folder 129",per.001818;per.001819;per.000751;per.000004;per.000740;per.000753
oscys.case.0391.001,http://earlywashingtondc.org/doc/oscys.case.0391.001,Samuel Reeler v. Matthew Robinson. Affidavit of Mrs. Coleman,Civil (document),O Say Can You See,,oscys.caseid.0416,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003106;per.003107;per.003101;per.003102;per.003103;per.003104;per.003105
oscys.case.0066.002,http://earlywashingtondc.org/doc/oscys.case.0066.002,Daniel Jones v. James R. Bosley. Summons of James R. Bosley,Civil (document),O Say Can You See,1825-06-18,oscys.caseid.0066,"National Archives and Records Administration, Record Group 21, Entry 6, Box 355, Folder 45",per.000570;per.000571;per.000572;per.000003;per.000004;per.000461
oscys.mdcase.0014.041,http://earlywashingtondc.org/doc/oscys.mdcase.0014.041,Eleanor Butler v. Robert Lawson. Summons of Robert Lawson,Civil (document),O Say Can You See,1790-12-07,oscys.caseid.0588,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-14",per.006426;per.006425;per.001393;per.002096;per.001493;per.002097
oscys.case.0302.003,http://earlywashingtondc.org/doc/oscys.case.0302.003,Ann Kane v. Thomas Ogden. Summons of Thomas Ogden,Civil (document),O Say Can You See,1855-06-13,oscys.caseid.0304,"National Archives and Records Administration, Record Group 21, Entry 6, Box 796, Folder 201",per.002317;per.002318;per.000751;per.000004;per.001216;per.000740
oscys.case.0042.002,http://earlywashingtondc.org/doc/oscys.case.0042.002,Jack Garretson et al. v. Janet Lingan. Summons of Janet Lingan,Civil (document),O Say Can You See,1817-08-02,oscys.caseid.0042,"National Archives and Records Administration, Record Group 21, Entry 6, Box 204, Folder 185",per.000449;per.000450;per.000451;per.000452;per.000453;per.000454;per.000006;per.000003;per.000004
oscys.case.0388.002,http://earlywashingtondc.org/doc/oscys.case.0388.002,William v. George W. Lewis. Affidavit of Augustus Wynkoop,Civil (document),O Say Can You See,,oscys.caseid.0413,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003082;per.003083;per.003080;per.003084;per.003081
oscys.case.0209.003,http://earlywashingtondc.org/doc/oscys.case.0209.003,Susan Wilson v. William Addison. Summons of William Addison,Civil (document),O Say Can You See,1835-03-17,oscys.caseid.0214,"National Archives and Records Administration, Record Group 21, Entry 6, Box 529, Folder 393",per.001726;per.001727;per.000464;per.000003;per.000004;per.000739;per.001725
oscys.case.0432.020,http://earlywashingtondc.org/doc/oscys.case.0432.020,Julia Roberts v. Austin L. Adams & Ann C. Harding. Defendants' Bill of Exceptions,Civil (document),O Say Can You See,1842-05-18,oscys.caseid.0464,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003571;per.003572;per.003573;per.000004;per.000044
oscys.case.0294.003,http://earlywashingtondc.org/doc/oscys.case.0294.003,Rose Herbert v. Mary Ringgold. Summons of Mary Ringgold,Civil (document),O Say Can You See,1854-04-06,oscys.caseid.0296,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 5",per.002241;per.002242;per.002243;per.002244;per.002245;per.002246;per.002247;per.002248;per.002249;per.002250;per.002252;per.000004;per.001216;per.000740
oscys.case.0436.028,http://earlywashingtondc.org/doc/oscys.case.0436.028,Christiana Dunbar v. Richard B. Alexander. Summons of Nancy Causin,Civil (document),O Say Can You See,1848-10-06,oscys.caseid.0479,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001346;per.001343;per.004448;per.003634;per.003461
oscys.case.0106.002,http://earlywashingtondc.org/doc/oscys.case.0106.002,Austin Tripplet v. Henry Lloyd. Summons of Henry Lloyd,Civil (document),O Say Can You See,1845-11-01,oscys.caseid.0106,"National Archives and Records Administration, Record Group 21, Entry 6, Box 697, Folder 7",per.000842;per.000843;per.000844;per.000003;per.000004;per.000739
oscys.mdcase.0008.023,http://earlywashingtondc.org/doc/oscys.mdcase.0008.023,Charles Mahoney v. John Ashton. Deposition of John Lambeth,Civil (document),O Say Can You See,1796-06-10,oscys.caseid.0481,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-220",per.004476;per.000215;per.004673;per.004524;per.004672;per.004614;per.004615;per.004665;per.004670
oscys.case.0011.006,http://earlywashingtondc.org/doc/oscys.case.0011.006,Mima Queen v. John Hepburn. Petitioners' Bill of Exceptions No. 3,Civil (document),O Say Can You See,,oscys.caseid.0011,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 207",per.000056;per.000057;per.000058;per.000063;per.000070;per.000064
oscys.case.0226.015,http://earlywashingtondc.org/doc/oscys.case.0226.015,William Taylor v. Isaac Buckingham. Summons of Isaac Buckingham,Civil (document),O Say Can You See,1854-08-07,oscys.caseid.0231,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 130",per.001781;per.001763;per.001366;per.001367;per.000004;per.001216;per.000740
oscys.case.0396.001,http://earlywashingtondc.org/doc/oscys.case.0396.001,Criss v. Hugh Carolin. Order,Civil (document),O Say Can You See,,oscys.caseid.0421,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003147;per.003148;per.003149;per.003150;per.003151;per.003152
oscys.case.0241.009,http://earlywashingtondc.org/doc/oscys.case.0241.009,Samuel Stacey v. James Knox. Summons of James Knox,Civil (document),O Say Can You See,1854-08-07,oscys.caseid.0246,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 148",per.001844;per.001845;per.000847;per.000004;per.001216;per.000740
oscys.case.0236.014,http://earlywashingtondc.org/doc/oscys.case.0236.014,Mary Ann Williams v. Mary Massey. Promissory Note,Civil (document),O Say Can You See,1856-11-21,oscys.caseid.0241,"National Archives and Records Administration, Record Group 21, Entry 6, Box 814, Folder 237",per.001830;per.001831;per.000847
oscys.case.0281.005,http://earlywashingtondc.org/doc/oscys.case.0281.005,Milly Henderson v. William Sexsmith. Summons of William Sexsmith,Civil (document),O Say Can You See,1854-08-07,oscys.caseid.0279,"National Archives and Records Administration, Record Group 21, Entry 6, Box 782, Folder 168",per.002196;per.002197;per.002198;per.000004;per.000740
oscys.case.0166.001,http://earlywashingtondc.org/doc/oscys.case.0166.001,Lucy Williams v. George Hope. Summons of George Hope,Civil (document),O Say Can You See,1849-03-14,oscys.caseid.0168,"National Archives and Records Administration, Record Group 21, Entry 6, Box 728, Folder 235",per.001228;per.001229;per.000533;per.000004;per.000740;per.000748
oscys.case.0044.004,http://earlywashingtondc.org/doc/oscys.case.0044.004,Richard Johnson v. Janet Lingan. Summons of Janet Lingan,Civil (document),O Say Can You See,1823-05-14,oscys.caseid.0044,"National Archives and Records Administration, Record Group 21, Entry 6, Box 298, Folder 74",per.000451;per.000453;per.000460;per.000003;per.000004;per.000461
oscys.case.0240.024,http://earlywashingtondc.org/doc/oscys.case.0240.024,Rebecca Madella v. Virginia Munroe. Summons of Virginia Munroe,Civil (document),O Say Can You See,1860-05-23,oscys.caseid.0245,"National Archives and Records Administration, Record Group 21, Entry 6, Box 931, Folder 42",per.001841;per.001843;per.000476;per.001217;per.000740
oscys.mdcase.0010.001,http://earlywashingtondc.org/doc/oscys.mdcase.0010.001,Henry Humphrey v. James Smallwoood. Judgment Record,Civil (document),O Say Can You See,1795-10,oscys.caseid.0506;oscys.caseid.0507;oscys.caseid.0508;oscys.caseid.0509,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-25 JG 29",per.004887;per.004888;per.000183;per.004664;per.001495;per.004913;per.004930;per.004920;per.004929;per.004892;per.004931;per.004902;per.004926;per.004347;per.001951;per.004911;per.004901;per.001953;per.001514;per.004903;per.004925;per.001493;per.004922;per.004928;per.004927;per.004897;per.004923;per.004917;per.004919;per.004918;per.004914;per.004912;per.004904;per.004889;per.004916;per.004908;per.003675;per.004895;per.004893;per.004900;per.004909;per.004910;per.004915;per.004894;per.004921;per.002691;per.004896;per.004891;per.004905;per.004906;per.004907;per.004924;per.004890;per.004899;per.004898
oscys.case.0168.003,http://earlywashingtondc.org/doc/oscys.case.0168.003,Margaret Norah Atkins & Alfred Atkins Francis Bowling & Clarissa Gardiner Summons of Francis Bowling & Clarissa B. Gardner,Civil (document),O Say Can You See,1843-09-07,oscys.caseid.0170,"National Archives and Records Administration, Record Group 21, Entry 6, Box 669, Folder 154",per.001239;per.001240;per.001241;per.001242;per.000829;per.001236;per.000003;per.000004;per.001238
oscys.case.0096.001,http://earlywashingtondc.org/doc/oscys.case.0096.001,James Smith v. William C. Newton. Petition for Freedom,Civil (document),O Say Can You See,1825-06-11,oscys.caseid.0096,"National Archives and Records Administration, Record Group 21, Entry 6, Box 437, Folder 57",per.000733;per.000734;per.001183;per.000003;per.000732
oscys.case.0079.001,http://earlywashingtondc.org/doc/oscys.case.0079.001,Richard Hall v. Abraham VanMeter. Petition for Freedom,Civil (document),O Say Can You See,1827-05-31,oscys.caseid.0079,"National Archives and Records Administration, Record Group 21, Entry 6, Box 393, Folder 13",per.000641;per.000642;per.000001;per.000003
oscys.case.0346.001,http://earlywashingtondc.org/doc/oscys.case.0346.001,Mariah White v. Joseph M. White. Petition for Freedom,Civil (document),O Say Can You See,1829-08-26,oscys.caseid.0371,"National Archives and Records Administration, Record Group 21, Entry 6, Box 426, Folder 166",per.000702;per.000704;per.000572
oscys.case.0350.002,http://earlywashingtondc.org/doc/oscys.case.0350.002,Betsy Burke v. William Allen & Ann Allen. Summons of William Allen & Ann Allen,Civil (document),O Say Can You See,1860-01-26,oscys.caseid.0375,"National Archives and Records Administration, Record Group 21, Entry 6, Box 922 Folder 207",per.000852;per.000853;per.002593;per.000751;per.000476;per.001217;per.000740
oscys.case.0011.013,http://earlywashingtondc.org/doc/oscys.case.0011.013,Mima Queen v. John Hepburn. Jury List,Civil (document),O Say Can You See,,oscys.caseid.0011,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 207",per.000056;per.000057;per.000058;per.000079;per.000080;per.000081;per.000082;per.000083;per.000084;per.000085;per.000086;per.000087;per.000088;per.000089;per.000090;per.000091;per.000092;per.000093;per.000094;per.000095;per.000096;per.000097;per.000098;per.000099;per.000100;per.000101;per.000102;per.000071;per.000103;per.000104;per.000105;per.000106;per.000070;per.000108;per.000109;per.000110;per.000111;per.000112
oscys.case.0170.006,http://earlywashingtondc.org/doc/oscys.case.0170.006,Maria Kennedy v. Benjamin Buck. Summons of Benjamin Buck,Civil (document),O Say Can You See,1837-01-25,oscys.caseid.0172,"National Archives and Records Administration, Record Group 21, Entry 6, Box 568, Folder 100",per.001249;per.001250;per.000829;per.000003;per.000004;per.000739
oscys.case.0265.007,http://earlywashingtondc.org/doc/oscys.case.0265.007,"Susan Overton v. Collimore Pope, Fielder Pope, & Nelly Jenkins. Petition for Freedom",Civil (document),O Say Can You See,1810-08-27,oscys.caseid.0270,"National Archives and Records Administration, Record Group 21, Entry 6, Box 30",per.002145;per.002136;per.002137;per.002138;per.002139
oscys.case.0359.011,http://earlywashingtondc.org/doc/oscys.case.0359.011,Rose v. James Kennedy Jr. Bond,Civil (document),O Say Can You See,1799-09-07,oscys.caseid.0383,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002808;per.002809;per.002810;per.002811;per.002823;per.002824
oscys.mb.0026.001,http://earlywashingtondc.org/doc/oscys.mb.0026.001,John Battaile v. Thomas Miller. Minute Book Entry,Civil (document),O Say Can You See,1828-05-24,oscys.caseid.0083,"National Archives and Records Administration, Record Group 21, Microfilm 1021, Reel 3",per.000654;per.000655;per.003779;per.001792;per.003781;per.001794;per.003797;per.003782;per.003798;per.003787;per.003788;per.003790;per.002540;per.003799;per.003792;per.003796
oscys.mdcase.0013.007,http://earlywashingtondc.org/doc/oscys.mdcase.0013.007,Jacob Boston v. Benjamin Ogle. Judgement Record,Civil (document),O Say Can You See,1793-05,oscys.caseid.0548,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-19 JG 19",per.006818;per.006817;per.006805;per.001393;per.004360;per.001496;per.006816;per.001493
oscys.case.0387.002,http://earlywashingtondc.org/doc/oscys.case.0387.002,Mima v. James Kincaid. Order,Civil (document),O Say Can You See,,oscys.caseid.0412,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003079;per.002224;per.000122
oscys.case.0221.002,http://earlywashingtondc.org/doc/oscys.case.0221.002,William Crowner v. George B. Scott. Summons of Mary Evans,Civil (document),O Say Can You See,1841-12-15,oscys.caseid.0226,"National Archives and Records Administration, Record Group 21, Entry 6, Box 638, Folder 197",per.001754;per.001755;per.000003;per.001756;per.000739
oscys.mdcase.0014.097,http://earlywashingtondc.org/doc/oscys.mdcase.0014.097,Adam Craig v. Mary Butler. Judgment Record,Civil (document),O Say Can You See,1792-05,oscys.caseid.0604,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-17",per.006469;per.006470
oscys.mdcase.0007.001,http://earlywashingtondc.org/doc/oscys.mdcase.0007.001,Ann Queen v. Sylvester Boarman and David Queen v. Sylvester Boarman. Court Record of Edward Queen v. John Ashton,Civil (document),O Say Can You See,1801-05-26,oscys.caseid.0386;oscys.caseid.0387,"Historical Society of Harford County, Maryland, County Court Records Collection, Bel Air, Maryland, Folder 32:14 - Court Records",per.004357;per.004358;per.004361;per.001487;per.001486;per.000215;per.001498;per.001489;per.001499;per.001469;per.001470;per.001471;per.000065;per.001490;per.002102;per.001514;per.000061;per.001472;per.001496;per.000066;per.001500;per.001501;per.000072;per.000073;per.001488;per.001393;per.000062;per.001474;per.001502;per.004366;per.004367;per.001503;per.001493;per.001504;per.001505;per.000075;per.001491;per.001495;per.001475;per.001478;per.000077;per.000221;per.001507;per.001506;per.001508;per.001509;per.000078;per.001479;per.000068;per.001485;per.001476;per.001480;per.001481;per.001482;per.001477;per.001483;per.001510;per.001511;per.000074;per.001484;per.001513;per.001494
oscys.mdcase.0014.093,http://earlywashingtondc.org/doc/oscys.mdcase.0014.093,William Butler v. Samuel Bond. Judgment Record,Civil (document),O Say Can You See,1792-05,oscys.caseid.0601,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-17",per.006568;per.006569;per.004375;per.001495;per.004601;per.006346;per.006391;per.006517;per.006312;per.006435;per.006390;per.006467;per.006406;per.006413;per.006574;per.006571;per.006437;per.006399;per.006534;per.006315;per.006557;per.006573;per.006414;per.006575;per.006558;per.006572;per.001493;per.002097;per.006567;per.006570;per.006560;per.006403;per.006438;per.006468;per.004529
oscys.case.0302.004,http://earlywashingtondc.org/doc/oscys.case.0302.004,Ann Kane v. Thomas Ogden. Summons of Thomas Ogden,Civil (document),O Say Can You See,1855-12-26,oscys.caseid.0304,"National Archives and Records Administration, Record Group 21, Entry 6, Box 804, Folder 153",per.002317;per.002318;per.000751;per.000476;per.001216;per.000740
oscys.case.0105.004,http://earlywashingtondc.org/doc/oscys.case.0105.004,Ann Williams v. George Miller & George Miller Jr. Affidavit of Robert B. Boyd,Civil (document),O Say Can You See,1832-06-27,oscys.caseid.0105,"National Archives and Records Administration, Record Group 21, Entry 6, Box 468, Folder 89",per.000831;per.000832;per.000833;per.000834;per.000278;per.000836;per.000837;per.000003
oscys.case.0375.002,http://earlywashingtondc.org/doc/oscys.case.0375.002,Milly v. Matthew Eakin. Affidavit of Edmund J. Lee,Civil (document),O Say Can You See,1805-12-04,oscys.caseid.0400,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002958;per.002959;per.000122
oscys.case.0370.013,http://earlywashingtondc.org/doc/oscys.case.0370.013,Loudon v. Charles Scott. Notes,Civil (document),O Say Can You See,,oscys.caseid.0396,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002915;per.002916;per.002923;per.002924;per.002925;per.002914;per.002926;per.002927
